trait_no,try_no,kernel_name,nfolds,R2_test
8,1,33,10,0.004
9,1,33,10,0.014
10,1,33,10,0.007
11,1,33,10,0.006
12,1,33,10,0.007
13,1,33,10,0.001
14,1,33,10,0.018
15,1,33,10,0.005
16,1,33,10,0.01
17,1,33,10,0.01
18,1,33,10,0.011
19,1,33,10,0.007
20,1,33,10,0
21,1,33,10,0.003
22,1,33,10,0.005
23,1,33,10,0.005
24,1,33,10,0.006
25,1,33,10,0.011
26,1,33,10,0.005
27,1,33,10,0.012
28,1,33,10,0.013
29,1,33,10,0.007
30,1,33,10,0.017
31,1,33,10,0.014
32,1,33,10,0.007
33,1,33,10,0.016
34,1,33,10,0.005
35,1,33,10,0.015
36,1,33,10,0
37,1,33,10,0
38,1,33,10,0.005
39,1,33,10,0.001
40,1,33,10,0.002
41,1,33,10,0.008
42,1,33,10,0
43,1,33,10,0.002
44,1,33,10,0.007
45,1,33,10,0.016
46,1,33,10,0.01
1,2,331,10,0.008
1,3,331,10,0.006
1,4,331,10,0.002
1,5,331,10,0.004
2,2,331,10,0.01
2,3,331,10,0.013
2,4,331,10,0.018
2,5,331,10,0.004
3,2,331,10,0.009
3,3,331,10,0.011
3,4,331,10,0.005
3,5,331,10,0.009
4,2,331,10,0.007
4,3,331,10,0.009
4,4,331,10,0.014
4,5,331,10,0.008
5,2,331,10,0.013
5,3,331,10,0.007
5,4,331,10,0.013
5,5,331,10,0.007
6,2,331,10,0.008
6,3,331,10,0.015
6,4,331,10,0.004
6,5,331,10,0.006
7,2,331,10,0.012
7,3,331,10,0.001
7,4,331,10,0.009
7,5,331,10,0.007
8,2,331,10,0.006
8,3,331,10,0.005
8,4,331,10,0.001
8,5,331,10,0.012
9,2,331,10,0.001
9,3,331,10,0.012
9,4,331,10,0.007
9,5,331,10,0.003
10,2,331,10,0.008
10,3,331,10,0.002
10,4,331,10,0.006
10,5,331,10,0.005
11,2,331,10,0.017
11,3,331,10,0.003
11,4,331,10,0.004
11,5,331,10,0.004
12,2,331,10,0.015
12,3,331,10,0.008
12,4,331,10,0.014
12,5,331,10,0.013
13,2,331,10,0.001
13,3,331,10,0
13,4,331,10,0
13,5,331,10,0.001
14,2,331,10,0
14,3,331,10,0.008
14,4,331,10,0.007
14,5,331,10,0.006
15,2,331,10,0.003
15,3,331,10,0.013
15,4,331,10,0.005
15,5,331,10,0.012
16,2,331,10,0.012
16,3,331,10,0.003
16,4,331,10,0.001
16,5,331,10,0.004
17,2,331,10,0.005
17,3,331,10,0.009
17,4,331,10,0.003
17,5,331,10,0.006
18,2,331,10,0.011
18,3,331,10,0.01
18,4,331,10,0.014
18,5,331,10,0.012
19,2,331,10,0.003
19,3,331,10,0.006
19,4,331,10,0.01
19,5,331,10,0.007
20,2,331,10,0
20,3,331,10,0
20,4,331,10,0.006
20,5,331,10,0.001
21,2,331,10,0.004
21,3,331,10,0.015
21,4,331,10,0.005
21,5,331,10,0.003
22,2,331,10,0.007
22,3,331,10,0.006
22,4,331,10,0.015
22,5,331,10,0.012
23,2,331,10,0.008
23,3,331,10,0.004
23,4,331,10,0.007
23,5,331,10,0.011
24,2,331,10,0.001
24,3,331,10,0.001
24,4,331,10,0.01
24,5,331,10,0.001
25,2,331,10,0.009
25,3,331,10,0.005
25,4,331,10,0.004
25,5,331,10,0.004
26,2,331,10,0.006
26,3,331,10,0.003
26,4,331,10,0.005
26,5,331,10,0.007
27,2,331,10,0.017
27,3,331,10,0.007
27,4,331,10,0
27,5,331,10,0
28,2,331,10,0.01
28,3,331,10,0.009
28,4,331,10,0.008
28,5,331,10,0.009
29,2,331,10,0.005
29,3,331,10,0.008
29,4,331,10,0.007
29,5,331,10,0.004
30,2,331,10,0.015
30,3,331,10,0.007
30,4,331,10,0.01
30,5,331,10,0.012
31,2,331,10,0.01
31,3,331,10,0.011
31,4,331,10,0.006
31,5,331,10,0.011
32,2,331,10,0.009
32,3,331,10,0.013
32,4,331,10,0.003
32,5,331,10,0.004
33,2,331,10,0.005
33,3,331,10,0.01
33,4,331,10,0.005
33,5,331,10,0.007
34,2,331,10,0.014
34,3,331,10,0.005
34,4,331,10,0.016
34,5,331,10,0.012
35,2,331,10,0.009
35,3,331,10,0.002
35,4,331,10,0.015
35,5,331,10,0.001
36,2,331,10,0.001
36,3,331,10,0.008
36,4,331,10,0.007
36,5,331,10,0.001
37,2,331,10,0.006
37,3,331,10,0.012
37,4,331,10,0.014
37,5,331,10,0.001
38,2,331,10,0.012
38,3,331,10,0.003
38,4,331,10,0.005
38,5,331,10,0.005
39,2,331,10,0.001
39,3,331,10,0.001
39,4,331,10,0.001
39,5,331,10,0.001
40,2,331,10,0.003
40,3,331,10,0.006
40,4,331,10,0.013
40,5,331,10,0.006
41,2,331,10,0.016
41,3,331,10,0.006
41,4,331,10,0.004
41,5,331,10,0.005
42,2,331,10,0.001
42,3,331,10,0.001
42,4,331,10,0.001
42,5,331,10,0.001
43,2,331,10,0.009
43,3,331,10,0.002
43,4,331,10,0.013
43,5,331,10,0.004
44,2,331,10,0.008
44,3,331,10,0.013
44,4,331,10,0
44,5,331,10,0.003
45,2,331,10,0.007
45,3,331,10,0.01
45,4,331,10,0.01
45,5,331,10,0.007
46,2,331,10,0.004
46,3,331,10,0.004
46,4,331,10,0.018
46,5,331,10,0.004
1,2,331,10,0.004
1,3,331,10,0.002
1,4,331,10,0.005
1,5,331,10,0.007
2,2,331,10,0.001
2,3,331,10,0.009
2,4,331,10,0.01
2,5,331,10,0.007
3,2,331,10,0.003
3,3,331,10,0.003
3,4,331,10,0.01
3,5,331,10,0.006
4,2,331,10,0.007
4,3,331,10,0.009
4,4,331,10,0.016
4,5,331,10,0.009
5,2,331,10,0.008
5,3,331,10,0.009
5,4,331,10,0.006
5,5,331,10,0.016
6,2,331,10,0.013
6,3,331,10,0.011
6,4,331,10,0.005
6,5,331,10,0.01
7,2,331,10,0.012
7,3,331,10,0.009
7,4,331,10,0.006
7,5,331,10,0.006
8,2,331,10,0.005
8,3,331,10,0.002
8,4,331,10,0.004
8,5,331,10,0.004
9,2,331,10,0.012
9,3,331,10,0.006
9,4,331,10,0.003
9,5,331,10,0.003
10,2,331,10,0.005
10,3,331,10,0.006
10,4,331,10,0.004
10,5,331,10,0.005
11,2,331,10,0.006
11,3,331,10,0.006
11,4,331,10,0.009
11,5,331,10,0.004
12,2,331,10,0.014
12,3,331,10,0.004
12,4,331,10,0.015
12,5,331,10,0.01
13,2,331,10,0
13,3,331,10,0.001
13,4,331,10,0.001
13,5,331,10,0.002
14,2,331,10,0.009
14,3,331,10,0.007
14,4,331,10,0.013
14,5,331,10,0.02
15,2,331,10,0.007
15,3,331,10,0.005
15,4,331,10,0.003
15,5,331,10,0.009
16,2,331,10,0.004
16,3,331,10,0.015
16,4,331,10,0.005
16,5,331,10,0.004
17,2,331,10,0.005
17,3,331,10,0.003
17,4,331,10,0.004
17,5,331,10,0.003
18,2,331,10,0.012
18,3,331,10,0.006
18,4,331,10,0.006
18,5,331,10,0.02
19,2,331,10,0.003
19,3,331,10,0.011
19,4,331,10,0.009
19,5,331,10,0.009
20,2,331,10,0
20,3,331,10,0.001
20,4,331,10,0
20,5,331,10,0
21,2,331,10,0.01
21,3,331,10,0.004
21,4,331,10,0.005
21,5,331,10,0.011
22,2,331,10,0.012
22,3,331,10,0.004
22,4,331,10,0.007
22,5,331,10,0.004
23,2,331,10,0.001
23,3,331,10,0.001
23,4,331,10,0.005
23,5,331,10,0.005
24,2,331,10,0.001
24,3,331,10,0.01
24,4,331,10,0.003
24,5,331,10,0.006
25,2,331,10,0.004
25,3,331,10,0.003
25,4,331,10,0.005
25,5,331,10,0.015
26,2,331,10,0.003
26,3,331,10,0.003
26,4,331,10,0.021
26,5,331,10,0.009
27,2,331,10,0.011
27,3,331,10,0.001
27,4,331,10,0.003
27,5,331,10,0.015
28,2,331,10,0.023
28,3,331,10,0.013
28,4,331,10,0.013
28,5,331,10,0.012
29,2,331,10,0.002
29,3,331,10,0.014
29,4,331,10,0.014
29,5,331,10,0.009
30,2,331,10,0.022
30,3,331,10,0.007
30,4,331,10,0.012
30,5,331,10,0.015
31,2,331,10,0.005
31,3,331,10,0.006
31,4,331,10,0.01
31,5,331,10,0.022
32,2,331,10,0.008
32,3,331,10,0.007
32,4,331,10,0.003
32,5,331,10,0.002
33,2,331,10,0.008
33,3,331,10,0.007
33,4,331,10,0.005
33,5,331,10,0.011
34,2,331,10,0.007
34,3,331,10,0.004
34,4,331,10,0.018
34,5,331,10,0.005
35,2,331,10,0.001
35,3,331,10,0.01
35,4,331,10,0.003
35,5,331,10,0.005
36,2,331,10,0.008
36,3,331,10,0.002
36,4,331,10,0
36,5,331,10,0.002
37,2,331,10,0.007
37,3,331,10,0.003
37,4,331,10,0.004
37,5,331,10,0.005
38,2,331,10,0.004
38,3,331,10,0.004
38,4,331,10,0.008
38,5,331,10,0.004
39,2,331,10,0.001
39,3,331,10,0.002
39,4,331,10,0.001
39,5,331,10,0.001
40,2,331,10,0.014
40,3,331,10,0.005
40,4,331,10,0.004
40,5,331,10,0.005
41,2,331,10,0.009
41,3,331,10,0.007
41,4,331,10,0.008
41,5,331,10,0.011
42,2,331,10,0.001
42,3,331,10,0.001
42,4,331,10,0
42,5,331,10,0.001
43,2,331,10,0.005
43,3,331,10,0.003
43,4,331,10,0.009
43,5,331,10,0.004
44,2,331,10,0.001
44,3,331,10,0.008
44,4,331,10,0.001
44,5,331,10,0.012
45,2,331,10,0.014
45,3,331,10,0.002
45,4,331,10,0.013
45,5,331,10,0.009
46,2,331,10,0.01
46,3,331,10,0.002
46,4,331,10,0.001
46,5,331,10,0.013
1,1,331,10,0
2,1,331,10,0
3,1,331,10,0.001
4,1,331,10,0.004
5,1,331,10,0
6,1,331,10,0.001
7,1,331,10,0.003
8,1,331,10,0.002
9,1,331,10,0.004
10,1,331,10,0.005
11,1,331,10,0.003
12,1,331,10,0
13,1,331,10,0.002
14,1,331,10,0.002
15,1,331,10,0
16,1,331,10,0.003
17,1,331,10,0.001
18,1,331,10,0.007
19,1,331,10,0.014
20,1,331,10,0.004
21,1,331,10,0.002
22,1,331,10,0.001
23,1,331,10,0.001
24,1,331,10,0
25,1,331,10,0.001
26,1,331,10,0
27,1,331,10,0
28,1,331,10,0.003
29,1,331,10,0.006
30,1,331,10,0.003
31,1,331,10,0.002
32,1,331,10,0.001
33,1,331,10,0.009
34,1,331,10,0.001
35,1,331,10,0
36,1,331,10,0.002
37,1,331,10,0.004
38,1,331,10,0.002
39,1,331,10,0.002
40,1,331,10,0.006
41,1,331,10,0.001
42,1,331,10,0.001
43,1,331,10,0.003
44,1,331,10,0.005
45,1,331,10,0.002
46,1,331,10,0.006
1,1,4,10,0.639
2,1,4,10,0.074
3,1,4,10,0.113
4,1,4,10,0.133
5,1,4,10,0.258
6,1,4,10,0.327
7,1,4,10,0.146
8,1,4,10,0.317
9,1,4,10,0.277
10,1,4,10,0.211
11,1,4,10,0.276
12,1,4,10,0.114
13,1,4,10,0.076
14,1,4,10,0.234
15,1,4,10,0.087
16,1,4,10,0.12
17,1,4,10,0.128
18,1,4,10,0.36
19,1,4,10,0.374
20,1,4,10,0.531
21,1,4,10,0.102
22,1,4,10,0.187
23,1,4,10,0.409
24,1,4,10,0.079
25,1,4,10,0.216
26,1,4,10,0.422
27,1,4,10,0.31
28,1,4,10,0.185
29,1,4,10,0.199
30,1,4,10,0.176
31,1,4,10,0.326
32,1,4,10,0.417
33,1,4,10,0.23
34,1,4,10,0.44
35,1,4,10,0.215
36,1,4,10,0.326
37,1,4,10,0.152
38,1,4,10,0.282
39,1,4,10,0.379
40,1,4,10,0.059
41,1,4,10,0.203
42,1,4,10,0.368
43,1,4,10,0.211
44,1,4,10,0.473
45,1,4,10,0.18
46,1,4,10,0.316
